date, value
1993-12-16,0.7895
1993-12-17,0.7885
1993-12-20,0.7625
1993-12-21,0.7625
1993-12-22,0.763
1993-12-23,0.7645
1993-12-27,0.772
1993-12-28,0.767
1993-12-29,0.749
1993-12-30,0.7155
1994-01-03,0.725
1994-01-04,0.7185
1994-01-05,0.7155
1994-01-06,0.721
1994-01-07,0.725
1994-01-10,0.7305
1994-01-11,0.717
1994-01-12,0.7295
1994-01-13,0.7345
1994-01-14,0.7395
1994-01-17,0.737
1994-01-18,0.7465
1994-01-19,0.725
1994-01-20,0.7465
1994-01-21,0.7425
1994-01-24,0.7465
1994-01-25,0.745
1994-01-26,0.748
1994-01-27,0.744
1994-01-28,0.746
1994-01-31,0.7235
1994-02-01,0.724
1994-02-02,0.7295
1994-02-03,0.761
1994-02-04,0.767
1994-02-07,0.769
1994-02-08,0.7595
1994-02-09,0.7615
1994-02-10,0.7615
1994-02-11,0.753
1994-02-14,0.7515
1994-02-15,0.765
1994-02-16,0.754
1994-02-17,0.766
1994-02-18,0.77
1994-02-22,0.763
1994-02-23,0.767
1994-02-24,0.7651
1994-02-25,0.7705
1994-02-28,0.7604
1994-03-01,0.7665
1994-03-02,0.7615
1994-03-03,0.771
1994-03-04,0.779
1994-03-07,0.789
1994-03-08,0.7865
1994-03-09,0.7925
1994-03-10,0.8005
1994-03-11,0.788
1994-03-14,0.814
1994-03-15,0.814
1994-03-16,0.823
1994-03-17,0.821
1994-03-18,0.825
1994-03-21,0.8175
1994-03-22,0.829
1994-03-23,0.8325
1994-03-24,0.836
1994-03-25,0.829
1994-03-28,0.8165
1994-03-29,0.812
1994-03-30,0.8115
1994-03-31,0.822
1994-04-04,0.804
1994-04-05,0.803
1994-04-06,0.8305
1994-04-07,0.8395
1994-04-08,0.833
1994-04-11,0.842
1994-04-12,0.8405
1994-04-13,0.8305
1994-04-14,0.8355
1994-04-15,0.8045
1994-04-18,0.813
1994-04-19,0.8085
1994-04-20,0.8255
1994-04-21,0.831
1994-04-22,0.8425
1994-04-25,0.8435
1994-04-26,0.8439
1994-04-28,0.8835
1994-04-29,0.8943
1994-05-02,0.8985
1994-05-03,0.9405
1994-05-04,0.949
1994-05-05,0.9985
1994-05-06,1.042
1994-05-09,1.089
1994-05-10,1.096
1994-05-11,1.0715
1994-05-12,1.0945
1994-05-13,1.157
1994-05-16,1.2805
1994-05-17,1.2085
1994-05-18,1.2495
1994-05-19,1.3255
1994-05-20,1.309
1994-05-23,1.3905
1994-05-24,1.331
1994-05-25,1.2775
1994-05-26,1.178
1994-05-27,1.213
1994-05-31,1.26
1994-06-01,1.23
1994-06-02,1.2625
1994-06-03,1.2455
1994-06-06,1.1925
1994-06-07,1.2295
1994-06-08,1.2795
1994-06-09,1.2485
1994-06-10,1.252
1994-06-13,1.383
1994-06-14,1.3845
1994-06-15,1.381
1994-06-16,1.3365
1994-06-17,1.347
1994-06-20,1.2985
1994-06-21,1.313
1994-06-22,1.274
1994-06-23,1.2595
1994-06-24,1.2595
1994-06-27,1.6012
1994-06-28,1.7136
1994-06-29,1.8941
1994-06-30,1.9123
1994-07-01,1.9515
1994-07-05,1.8635
1994-07-06,1.945
1994-07-07,1.9335
1994-07-08,1.8835
1994-07-11,2.3535
1994-07-12,2.468
1994-07-13,2.4485
1994-07-14,2.356
1994-07-15,2.3885
1994-07-18,2.4105
1994-07-19,2.335
1994-07-20,2.2055
1994-07-21,2.292
1994-07-22,2.194
1994-07-25,2.092
1994-07-26,2.081
1994-07-27,2.1095
1994-07-28,2.024
1994-07-29,2.0275
1994-08-01,2.116
1994-08-02,2.134
1994-08-03,2.103
1994-08-04,2.078
1994-08-05,2.0275
1994-08-08,1.786
1994-08-09,1.823
1994-08-10,1.7745
1994-08-11,1.8485
1994-08-12,1.811
1994-08-15,1.94
1994-08-16,1.9195
1994-08-17,1.7945
1994-08-18,1.8275
1994-08-19,1.781
1994-08-22,1.8275
1994-08-23,1.918
1994-08-24,1.89
1994-08-25,1.9175
1994-08-26,2.0691
1994-08-29,2.1116
1994-08-30,2.1108
1994-08-31,2.0987
1994-09-01,2.121
1994-09-02,2.099
1994-09-06,2.177
1994-09-07,2.1645
1994-09-08,2.1555
1994-09-09,2.17
1994-09-12,2.24
1994-09-13,2.222
1994-09-14,2.127
1994-09-15,2.124
1994-09-16,2.218
1994-09-19,2.2655
1994-09-20,2.28
1994-09-21,2.3135
1994-09-22,2.2755
1994-09-23,2.2965
1994-09-26,2.266
1994-09-27,2.1995
1994-09-28,2.145
1994-09-29,2.161
1994-09-30,2.0885
1994-10-03,2.096
1994-10-04,2.1415
1994-10-05,2.1505
1994-10-06,2.0575
1994-10-07,1.929
1994-10-10,1.7975
1994-10-11,1.844
1994-10-12,1.909
1994-10-13,1.946
1994-10-14,1.8835
1994-10-17,2.0385
1994-10-18,1.949
1994-10-19,2.016
1994-10-20,2.0265
1994-10-21,1.9555
1994-10-24,1.9675
1994-10-25,1.9545
1994-10-26,1.908
1994-10-27,1.894
1994-10-28,1.895
1994-10-31,1.874
1994-11-01,1.8635
1994-11-02,1.783
1994-11-03,1.807
1994-11-04,1.83
1994-11-07,1.838
1994-11-08,1.89
1994-11-09,1.869
1994-11-10,1.8385
1994-11-11,1.8395
1994-11-14,1.7715
1994-11-15,1.7125
1994-11-16,1.761
1994-11-17,1.713
1994-11-18,1.674
1994-11-21,1.5865
1994-11-22,1.6035
1994-11-23,1.5943
1994-11-28,1.6219
1994-11-29,1.6072
1994-11-30,1.6007
1994-12-01,1.617
1994-12-02,1.61
1994-12-05,1.6335
1994-12-06,1.655
1994-12-07,1.649
1994-12-08,1.6445
1994-12-09,1.6275
1994-12-12,1.658
1994-12-13,1.536
1994-12-14,1.471
1994-12-15,1.504
1994-12-16,1.5855
1994-12-19,1.5885
1994-12-20,1.6165
1994-12-21,1.7375
1994-12-22,1.7175
1994-12-23,1.7245
1994-12-27,1.724
1994-12-28,1.742
1994-12-29,1.7385
1994-12-30,1.6885
1995-01-03,1.6775
1995-01-04,1.68
1995-01-05,1.7255
1995-01-06,1.7495
1995-01-09,1.691
1995-01-10,1.69
1995-01-11,1.647
1995-01-12,1.677
1995-01-13,1.698
1995-01-16,1.6845
1995-01-17,1.703
1995-01-18,1.7425
1995-01-19,1.7235
1995-01-20,1.6985
1995-01-23,1.6955
1995-01-24,1.666
1995-01-25,1.654
1995-01-26,1.67
1995-01-27,1.6165
1995-01-30,1.5745
1995-01-31,1.555
1995-02-01,1.5575
1995-02-02,1.582
1995-02-03,1.5435
1995-02-06,1.539
1995-02-07,1.54
1995-02-08,1.5685
1995-02-09,1.589
1995-02-10,1.6275
1995-02-13,1.622
1995-02-14,1.645
1995-02-15,1.6525
1995-02-16,1.6285
1995-02-17,1.6935
1995-02-21,1.701
1995-02-22,1.6915
1995-02-23,1.6964
1995-02-24,1.7455
1995-02-27,1.8403
1995-02-28,1.812
1995-03-01,1.8665
1995-03-02,1.8265
1995-03-03,1.798
1995-03-06,1.7975
1995-03-07,1.7965
1995-03-08,1.8135
1995-03-09,1.8325
1995-03-10,1.8775
1995-03-13,1.8215
1995-03-14,1.824
1995-03-15,1.788
1995-03-16,1.712
1995-03-17,1.6915
1995-03-20,1.685
1995-03-21,1.7145
1995-03-22,1.6955
1995-03-23,1.6565
1995-03-24,1.676
1995-03-27,1.677
1995-03-28,1.675
1995-03-29,1.6725
1995-03-30,1.6405
1995-03-31,1.663
1995-04-03,1.6545
1995-04-04,1.651
1995-04-05,1.6745
1995-04-06,1.668
1995-04-07,1.671
1995-04-10,1.67
1995-04-11,1.6545
1995-04-12,1.6565
1995-04-13,1.6265
1995-04-17,1.643
1995-04-18,1.6575
1995-04-19,1.6915
1995-04-20,1.692
1995-04-21,1.7285
1995-04-24,1.7505
1995-04-25,1.7563
1995-04-26,1.7517
1995-04-27,1.7399
1995-04-28,1.7337
1995-05-01,1.7315
1995-05-02,1.7185
1995-05-03,1.763
1995-05-04,1.756
1995-05-05,1.7485
1995-05-08,1.74
1995-05-09,1.748
1995-05-10,1.748
1995-05-11,1.699
1995-05-12,1.681
1995-05-15,1.7005
1995-05-16,1.6745
1995-05-17,1.7035
1995-05-18,1.664
1995-05-19,1.671
1995-05-22,1.6235
1995-05-23,1.5545
1995-05-24,1.5105
1995-05-25,1.5485
1995-05-26,1.521
1995-05-30,1.5405
1995-05-31,1.5385
1995-06-01,1.5865
1995-06-02,1.596
1995-06-05,1.584
1995-06-06,1.5665
1995-06-07,1.5015
1995-06-08,1.517
1995-06-09,1.523
1995-06-12,1.536
1995-06-13,1.4645
1995-06-14,1.471
1995-06-15,1.5425
1995-06-16,1.499
1995-06-19,1.4715
1995-06-20,1.4955
1995-06-21,1.498
1995-06-22,1.5115
1995-06-23,1.4415
1995-06-26,1.388
1995-06-27,1.381
1995-06-28,1.3926
1995-06-29,1.368
1995-06-30,1.3034
1995-07-05,1.2615
1995-07-06,1.2105
1995-07-07,1.2985
1995-07-10,1.3735
1995-07-11,1.3645
1995-07-12,1.386
1995-07-13,1.392
1995-07-14,1.447
1995-07-17,1.393
1995-07-18,1.387
1995-07-19,1.3955
1995-07-20,1.422
1995-07-21,1.483
1995-07-24,1.467
1995-07-25,1.4735
1995-07-26,1.523
1995-07-27,1.476
1995-07-28,1.433
1995-07-31,1.457
1995-08-01,1.42
1995-08-02,1.444
1995-08-03,1.4475
1995-08-04,1.4415
1995-08-07,1.4375
1995-08-08,1.4525
1995-08-09,1.4475
1995-08-10,1.47
1995-08-11,1.4695
1995-08-14,1.4625
1995-08-15,1.4715
1995-08-16,1.4735
1995-08-17,1.4545
1995-08-18,1.4465
1995-08-21,1.4745
1995-08-22,1.495
1995-08-23,1.512
1995-08-24,1.5035
1995-08-25,1.536
1995-08-28,1.5428
1995-08-29,1.5368
1995-08-30,1.4772
1995-08-31,1.4728
1995-09-01,1.5115
1995-09-05,1.491
1995-09-06,1.456
1995-09-07,1.3975
1995-09-08,1.3685
1995-09-11,1.338
1995-09-12,1.2715
1995-09-13,1.27
1995-09-14,1.2885
1995-09-15,1.2975
1995-09-18,1.242
1995-09-19,1.1905
1995-09-20,1.2285
1995-09-21,1.277
1995-09-22,1.256
1995-09-25,1.161
1995-09-26,1.198
1995-09-27,1.152
1995-09-28,1.1525
1995-09-29,1.1725
1995-10-02,1.218
1995-10-03,1.218
1995-10-04,1.2315
1995-10-05,1.235
1995-10-06,1.181
1995-10-09,1.1405
1995-10-10,1.178
1995-10-11,1.199
1995-10-12,1.1865
1995-10-13,1.2205
1995-10-16,1.259
1995-10-17,1.222
1995-10-18,1.2355
1995-10-19,1.2545
1995-10-20,1.2495
1995-10-23,1.2635
1995-10-24,1.246
1995-10-25,1.2175
1995-10-26,1.234
1995-10-27,1.2275
1995-10-30,1.2055
1995-10-31,1.2155
1995-11-01,1.2225
1995-11-02,1.239
1995-11-03,1.258
1995-11-06,1.2535
1995-11-07,1.2495
1995-11-08,1.279
1995-11-09,1.269
1995-11-10,1.2675
1995-11-13,1.284
1995-11-14,1.2415
1995-11-15,1.2545
1995-11-16,1.2115
1995-11-17,1.2035
1995-11-20,1.178
1995-11-21,1.165
1995-11-22,1.1415
1995-11-27,1.1431
1995-11-28,1.1128
1995-11-29,1.0978
1995-11-30,1.0542
1995-12-01,1.044
1995-12-04,1.039
1995-12-05,1.0545
1995-12-06,1.02
1995-12-07,1.0355
1995-12-08,1.0155
1995-12-11,1.0235
1995-12-12,1.0265
1995-12-13,1.047
1995-12-14,1.0665
1995-12-15,1.0775
1995-12-18,1.021
1995-12-19,0.995
1995-12-20,0.957
1995-12-21,0.967
1995-12-22,0.9635
1995-12-27,0.952
1995-12-28,0.939
1995-12-29,0.949
1996-01-02,0.9125
1996-01-03,0.9375
1996-01-04,0.9785
1996-01-05,0.9625
1996-01-10,0.979
1996-01-11,1.0305
1996-01-12,1.027
1996-01-15,0.9895
1996-01-16,1.039
1996-01-17,1.043
1996-01-18,1.054
1996-01-19,1.0465
1996-01-22,1.075
1996-01-23,1.07
1996-01-24,1.089
1996-01-25,1.1175
1996-01-26,1.1695
1996-01-29,1.2345
1996-01-30,1.1955
1996-01-31,1.286
1996-02-01,1.264
1996-02-02,1.2375
1996-02-05,1.2065
1996-02-06,1.194
1996-02-07,1.186
1996-02-08,1.237
1996-02-09,1.2605
1996-02-12,1.216
1996-02-13,1.228
1996-02-14,1.2265
1996-02-15,1.243
1996-02-16,1.242
1996-02-20,1.2265
1996-02-21,1.2485
1996-02-22,1.242
1996-02-23,1.176
1996-02-26,1.1531
1996-02-27,1.1572
1996-02-28,1.1361
1996-02-29,1.1628
1996-03-01,1.108
1996-03-04,1.1165
1996-03-05,1.142
1996-03-06,1.13
1996-03-07,1.127
1996-03-08,1.1205
1996-03-11,1.13
1996-03-12,1.1595
1996-03-13,1.147
1996-03-14,1.1775
1996-03-15,1.1845
1996-03-18,1.2085
1996-03-19,1.1905
1996-03-20,1.177
1996-03-21,1.2
1996-03-22,1.197
1996-03-25,1.192
1996-03-26,1.2345
1996-03-27,1.2175
1996-03-28,1.214
1996-03-29,1.1545
1996-04-01,1.145
1996-04-02,1.1585
1996-04-03,1.1535
1996-04-04,1.1525
1996-04-08,1.1355
1996-04-09,1.1465
1996-04-10,1.185
1996-04-11,1.171
1996-04-12,1.1525
1996-04-15,1.1485
1996-04-16,1.156
1996-04-17,1.173
1996-04-18,1.188
1996-04-19,1.1815
1996-04-22,1.3025
1996-04-23,1.2705
1996-04-24,1.2745
1996-04-25,1.2537
1996-04-26,1.2755
1996-04-29,1.228
1996-04-30,1.2458
1996-05-01,1.27
1996-05-02,1.273
1996-05-03,1.2755
1996-05-06,1.252
1996-05-07,1.264
1996-05-08,1.2875
1996-05-09,1.27
1996-05-10,1.2705
1996-05-13,1.2605
1996-05-14,1.2665
1996-05-15,1.2645
1996-05-16,1.287
1996-05-17,1.2865
1996-05-20,1.26
1996-05-21,1.242
1996-05-22,1.2045
1996-05-23,1.1785
1996-05-24,1.1765
1996-05-28,1.1685
1996-05-29,1.173
1996-05-30,1.1585
1996-05-31,1.161
1996-06-03,1.1255
1996-06-04,1.134
1996-06-05,1.1385
1996-06-06,1.1305
1996-06-07,1.1535
1996-06-10,1.1775
1996-06-11,1.173
1996-06-12,1.188
1996-06-13,1.169
1996-06-14,1.1795
1996-06-17,1.207
1996-06-18,1.227
1996-06-19,1.219
1996-06-20,1.2145
1996-06-21,1.197
1996-06-24,1.2295
1996-06-25,1.2167
1996-06-26,1.2138
1996-06-27,1.2132
1996-06-28,1.2255
1996-07-01,1.2075
1996-07-02,1.1785
1996-07-03,1.165
1996-07-08,1.1845
1996-07-09,1.1425
1996-07-10,1.1605
1996-07-11,1.162
1996-07-12,1.1195
1996-07-15,1.064
1996-07-16,1.0295
1996-07-17,1.069
1996-07-18,1.0995
1996-07-19,1.087
1996-07-22,1.0405
1996-07-23,1.043
1996-07-24,1.041
1996-07-25,1.0295
1996-07-26,1.0405
1996-07-29,1.054
1996-07-30,1.0525
1996-07-31,1.064
1996-08-01,1.067
1996-08-02,1.075
1996-08-05,1.079
1996-08-06,1.092
1996-08-07,1.093
1996-08-08,1.161
1996-08-09,1.151
1996-08-12,1.1615
1996-08-13,1.2315
1996-08-14,1.213
1996-08-15,1.2115
1996-08-16,1.2085
1996-08-19,1.2065
1996-08-20,1.225
1996-08-21,1.2505
1996-08-22,1.311
1996-08-23,1.3225
1996-08-26,1.3645
1996-08-27,1.2872
1996-08-28,1.23
1996-08-29,1.2147
1996-08-30,1.2027
1996-09-03,1.133
1996-09-04,1.128
1996-09-05,1.116
1996-09-06,1.129
1996-09-09,1.112
1996-09-10,1.113
1996-09-11,1.069
1996-09-12,1.052
1996-09-13,1.047
1996-09-16,1.0535
1996-09-17,1.0585
1996-09-18,1.044
1996-09-19,1.036
1996-09-20,1.036
1996-09-23,1.0455
1996-09-24,1.06
1996-09-25,1.0645
1996-09-26,1.057
1996-09-27,1.0525
1996-09-30,1.0295
1996-10-01,1.0475
1996-10-02,1.054
1996-10-03,1.0745
1996-10-04,1.098
1996-10-07,1.127
1996-10-08,1.125
1996-10-09,1.1355
1996-10-10,1.149
1996-10-11,1.163
1996-10-14,1.151
1996-10-15,1.142
1996-10-16,1.122
1996-10-17,1.099
1996-10-18,1.091
1996-10-21,1.13
1996-10-22,1.176
1996-10-23,1.193
1996-10-24,1.1745
1996-10-25,1.16
1996-10-28,1.191
1996-10-29,1.1635
1996-10-30,1.1915
1996-10-31,1.172
1996-11-01,1.1725
1996-11-04,1.1775
1996-11-05,1.1885
1996-11-06,1.243
1996-11-07,1.2735
1996-11-08,1.2585
1996-11-11,1.1995
1996-11-12,1.182
1996-11-13,1.185
1996-11-14,1.216
1996-11-15,1.225
1996-11-18,1.1955
1996-11-19,1.2225
1996-11-20,1.2075
1996-11-21,1.1725
1996-11-22,1.165
1996-11-25,1.1369
1996-11-26,1.1172
1996-11-27,1.0945
1996-12-02,1.0605
1996-12-03,1.051
1996-12-04,1.042
1996-12-05,1.0345
1996-12-06,1.0325
1996-12-09,1.056
1996-12-10,1.082
1996-12-11,1.081
1996-12-12,1.0985
1996-12-13,1.112
1996-12-16,1.0995
1996-12-17,1.099
1996-12-18,1.119
1996-12-19,1.102
1996-12-20,1.1215
1996-12-23,1.131
1996-12-24,1.1475
1996-12-27,1.162
1996-12-30,1.1595
1996-12-31,1.169
1997-01-02,1.1665
1997-01-03,1.1625
1997-01-06,1.1405
1997-01-07,1.1935
1997-01-08,1.189
1997-01-09,1.1935
1997-01-10,1.196
1997-01-13,1.1845
1997-01-14,1.222
1997-01-15,1.226
1997-01-16,1.2305
1997-01-17,1.24
1997-01-20,1.2925
1997-01-21,1.2965
1997-01-22,1.353
1997-01-23,1.4005
1997-01-24,1.369
1997-01-27,1.366
1997-01-28,1.395
1997-01-29,1.446
1997-01-30,1.403
1997-01-31,1.394
1997-02-03,1.4565
1997-02-04,1.4745
1997-02-05,1.4455
1997-02-06,1.508
1997-02-07,1.5105
1997-02-10,1.5865
1997-02-11,1.6355
1997-02-12,1.7185
1997-02-13,1.8005
1997-02-14,1.7785
1997-02-18,1.681
1997-02-19,1.753
1997-02-20,1.7845
1997-02-21,1.748
1997-02-24,1.7345
1997-02-25,1.7197
1997-02-26,1.8041
1997-02-27,1.759
1997-02-28,1.7956
1997-03-03,1.8485
1997-03-04,1.9525
1997-03-05,2.0065
1997-03-06,1.937
1997-03-07,1.898
1997-03-10,1.993
1997-03-11,2.0315
1997-03-12,1.961
1997-03-13,1.8225
1997-03-14,1.8635
1997-03-17,1.6865
1997-03-18,1.688
1997-03-19,1.681
1997-03-20,1.6915
1997-03-21,1.6575
1997-03-24,1.629
1997-03-25,1.793
1997-03-26,1.8685
1997-03-27,1.898
1997-03-31,1.9115
1997-04-01,1.943
1997-04-02,1.9315
1997-04-03,1.777
1997-04-04,1.7915
1997-04-07,1.794
1997-04-08,1.7875
1997-04-09,1.897
1997-04-10,1.9105
1997-04-11,1.891
1997-04-14,1.96
1997-04-15,1.924
1997-04-16,2.0805
1997-04-17,2.098
1997-04-18,2.1655
1997-04-21,2.149
1997-04-22,2.112
1997-04-23,2.143
1997-04-24,2.1975
1997-04-25,2.1173
1997-04-28,2.1071
1997-04-29,2.0993
1997-04-30,2.1613
1997-05-01,2.229
1997-05-02,2.1615
1997-05-05,2.185
1997-05-06,2.1285
1997-05-07,2.114
1997-05-08,2.169
1997-05-09,2.179
1997-05-12,2.2965
1997-05-13,2.4115
1997-05-14,2.406
1997-05-15,2.552
1997-05-16,2.5315
1997-05-19,2.4625
1997-05-20,2.4025
1997-05-21,2.531
1997-05-22,2.603
1997-05-23,2.5685
1997-05-27,2.743
1997-05-28,2.9555
1997-05-29,3.148
1997-05-30,2.764
1997-06-02,2.5395
1997-06-03,2.642
1997-06-04,2.5155
1997-06-05,2.305
1997-06-06,2.3725
1997-06-09,2.533
1997-06-10,2.1795
1997-06-11,2.0765
1997-06-12,2.078
1997-06-13,1.957
1997-06-16,1.965
1997-06-17,2.087
1997-06-18,1.9005
1997-06-19,1.959
1997-06-20,1.9895
1997-06-23,1.9465
1997-06-24,1.98
1997-06-25,1.9603
1997-06-26,1.8059
1997-06-27,1.7754
1997-06-30,1.764
1997-07-01,1.7525
1997-07-02,1.7235
1997-07-03,1.6835
1997-07-07,1.657
1997-07-08,1.7165
1997-07-09,1.7705
1997-07-10,1.617
1997-07-11,1.641
1997-07-14,1.62
1997-07-15,1.5785
1997-07-16,1.615
1997-07-17,1.6045
1997-07-18,1.643
1997-07-21,1.5885
1997-07-22,1.691
1997-07-23,1.8165
1997-07-24,1.804
1997-07-25,1.763
1997-07-28,1.8835
1997-07-29,1.889
1997-07-30,1.8575
1997-07-31,1.845
1997-08-01,1.8495
1997-08-04,1.9375
1997-08-05,2.031
1997-08-06,2.0055
1997-08-07,2.088
1997-08-08,2.0585
1997-08-11,1.9935
1997-08-12,1.882
1997-08-13,1.831
1997-08-14,1.8455
1997-08-15,1.7795
1997-08-18,1.802
1997-08-19,1.871
1997-08-20,1.707
1997-08-21,1.7155
1997-08-22,1.713
1997-08-25,1.73
1997-08-26,1.758
1997-08-27,1.79
1997-08-28,1.7989
1997-08-29,1.8222
1997-09-02,1.8495
1997-09-03,1.895
1997-09-04,1.95
1997-09-05,1.8885
1997-09-08,1.877
1997-09-09,1.835
1997-09-10,1.8295
1997-09-11,1.882
1997-09-12,1.7235
1997-09-15,1.729
1997-09-16,1.677
1997-09-17,1.7345
1997-09-18,1.6965
1997-09-19,1.7415
1997-09-22,1.7035
1997-09-23,1.6885
1997-09-24,1.6865
1997-09-25,1.66
1997-09-26,1.656
1997-09-29,1.6075
1997-09-30,1.625
1997-10-01,1.6235
1997-10-02,1.6105
1997-10-03,1.6195
1997-10-06,1.6995
1997-10-07,1.6215
1997-10-08,1.67
1997-10-09,1.6375
1997-10-10,1.661
1997-10-13,1.679
1997-10-14,1.664
1997-10-15,1.6605
1997-10-16,1.5725
1997-10-17,1.503
1997-10-20,1.507
1997-10-21,1.502
1997-10-22,1.502
1997-10-23,1.522
1997-10-24,1.529
1997-10-27,1.536
1997-10-28,1.507
1997-10-29,1.506
1997-10-30,1.4815
1997-10-31,1.4865
1997-11-03,1.441
